"item_id","scale_id","item_text","source_table"
1487,"spanishmegastudy","¿Qué dios nórdico murió al ser envenenado por una serpiente monstruosa, según la leyenda nórdica del fin del mundo?","spanishmegastudy"
1488,"spanishmegastudy","¿Qué dios, conocido como el mensajero de los dioses, era el hijo de Zeus y Maia?","spanishmegastudy"
1489,"spanishmegastudy","¿Qué dos dioses son los gobernantes de los dos \más allá\ en la mitología nórdica?","spanishmegastudy"
1490,"spanishmegastudy","¿Qué era Nessus, el asesino de Hércules?","spanishmegastudy"
1491,"spanishmegastudy","¿Qué es una rusalka?","spanishmegastudy"
1492,"spanishmegastudy","¿Qué figura de la mitología romana es la personificación del sueño?","spanishmegastudy"
1493,"spanishmegastudy","¿Qué fue lo único que quedó en la caja de Pandora después de que dejase salir todos los males del mundo?","spanishmegastudy"
1494,"spanishmegastudy","¿Qué grupo de gigantes míticos lideraba Polifemo?","spanishmegastudy"
1495,"spanishmegastudy","¿Qué hizo Pigmalión según la mitología griega?","spanishmegastudy"
1496,"spanishmegastudy","¿Qué le robó Prometeo a los dioses para dárselo a la humanidad?","spanishmegastudy"
1497,"spanishmegastudy","¿Qué mitología tiene dioses como Odin, Thor, Freyja y Njörðr?","spanishmegastudy"
1498,"spanishmegastudy","¿Qué mitología tiene dioses como Rod, Perun, Vesna y Svarog?","spanishmegastudy"
1499,"spanishmegastudy","¿Qué monstruo tiene cuerpo de león, una cabeza de cabra sobre su espalda y una serpiente como cola?","spanishmegastudy"
1500,"spanishmegastudy","¿Qué significa el nombre de la diosa egipcia Isis?","spanishmegastudy"
1501,"spanishmegastudy","¿Quién era el dios romano de la riqueza y la agricultura?","spanishmegastudy"
1502,"spanishmegastudy","¿Quién era el padre del dios nórdico Thor?","spanishmegastudy"
1503,"spanishmegastudy","¿Quién era la antigua diosa griega del arco iris?","spanishmegastudy"
1504,"spanishmegastudy","¿Quién era la diosa griega que castigaba a aquellos que eran arrogantes ante los dioses?","spanishmegastudy"
1505,"spanishmegastudy","¿Quién es el dios del trueno en la mitología nórdica?","spanishmegastudy"
1506,"spanishmegastudy","¿Quién es la narradora de \Las noches árabes\ (\Las 1.001 noches\)?","spanishmegastudy"
1507,"spanishmegastudy","¿Quién fabricó el martillo del dios nórdico Thor?","spanishmegastudy"
1508,"spanishmegastudy","¿Quién fue el mensajero del mar y el hijo de Poseidón y Anfitrite?","spanishmegastudy"
1509,"spanishmegastudy","¿Quién mató a la gorgona Medusa en la mitología griega?","spanishmegastudy"
1510,"spanishmegastudy","¿Quién salvó a Andrómeda del monstruo marino Ceto?","spanishmegastudy"
1511,"spanishmegastudy","¿Quién se enamoró de su propio reflejo?","spanishmegastudy"
1512,"spanishmegastudy","¿Cómo se llama el río situado a lo largo de la frontera entre Estados Unidos y México?","spanishmegastudy"
1513,"spanishmegastudy","¿Cuál de los ríos más largos del mundo pasa a través de Kenia?","spanishmegastudy"
1514,"spanishmegastudy","¿Cuál era el antiguo nombre de la isla de Sri Lanka?","spanishmegastudy"
1515,"spanishmegastudy","¿Cuál es el estado más grande en área en los Estados Unidos de América?","spanishmegastudy"
1516,"spanishmegastudy","¿Cuál es el lago de agua dulce más grande de África?","spanishmegastudy"
1517,"spanishmegastudy","¿Cuál es el río más largo de América del Sur?","spanishmegastudy"
1518,"spanishmegastudy","¿Cuál es el río más largo de Asia?","spanishmegastudy"
1519,"spanishmegastudy","¿Cuál es el único país centroamericano sin costa en el Caribe?","spanishmegastudy"
1520,"spanishmegastudy","¿Cuál es la capital de Canadá?","spanishmegastudy"
1521,"spanishmegastudy","¿Cuál es la capital de Chile?","spanishmegastudy"
1522,"spanishmegastudy","¿Cuál es la capital de Etiopía?","spanishmegastudy"
1523,"spanishmegastudy","¿Cuál es la capital de Ghana?","spanishmegastudy"
1524,"spanishmegastudy","¿Cuál es la capital de Indonesia?","spanishmegastudy"
1525,"spanishmegastudy","¿Cuál es la capital de Jamaica?","spanishmegastudy"
1526,"spanishmegastudy","¿Cuál es la capital de Marruecos?","spanishmegastudy"
1527,"spanishmegastudy","¿Cuál es la capital de Nueva Zelanda?","spanishmegastudy"
1528,"spanishmegastudy","¿Cuál es la ciudad más poblada del hemisferio sur?","spanishmegastudy"
1529,"spanishmegastudy","¿Cuál es la montaña más alta de África?","spanishmegastudy"
1530,"spanishmegastudy","¿Cuál fue el primer parque nacional de Estados Unidos?","spanishmegastudy"
1531,"spanishmegastudy","¿Cuántos estados componen los Estados Unidos de América?","spanishmegastudy"
1532,"spanishmegastudy","¿De qué país es Bagdad la capital?","spanishmegastudy"
1533,"spanishmegastudy","¿De qué país es Nairobi la capital?","spanishmegastudy"
1534,"spanishmegastudy","¿De qué país es Sucre la capital?","spanishmegastudy"
1535,"spanishmegastudy","¿En qué ciudad se encuentra la famosa playa de Copacabana?","spanishmegastudy"
1536,"spanishmegastudy","¿En qué continente está Eritrea?","spanishmegastudy"
1537,"spanishmegastudy","¿En qué continente se encuentra Guyana?","spanishmegastudy"
1538,"spanishmegastudy","¿En qué continente se encuentran las montañas más altas del mundo?","spanishmegastudy"
1539,"spanishmegastudy","¿En qué isla japonesa está el Monte Fuji?","spanishmegastudy"
1540,"spanishmegastudy","¿En qué océano están las Seychelles?","spanishmegastudy"
1541,"spanishmegastudy","¿En qué país está la ciudad de Brisbane?","spanishmegastudy"
1542,"spanishmegastudy","¿En qué país se encuentra el punto más septentrional de África?","spanishmegastudy"
1543,"spanishmegastudy","¿En qué país se puede encontrar la cima del monte Kilimanjaro?","spanishmegastudy"
1544,"spanishmegastudy","¿Qué conecta el canal de Suez?","spanishmegastudy"
1545,"spanishmegastudy","¿Qué desierto tienen en común Botswana, Namibia y Sudáfrica?","spanishmegastudy"
1546,"spanishmegastudy","¿Qué dos países rodean el Mar Muerto?","spanishmegastudy"
1547,"spanishmegastudy","¿Qué país se conoce a veces como el \Reino Medio\?","spanishmegastudy"
1548,"spanishmegastudy","¿Qué país tiene a Puerto Príncipe como capital?","spanishmegastudy"
1549,"spanishmegastudy","¿Qué une a Brasil, Guinea-Bissau, Mozambique y Angola?","spanishmegastudy"
1550,"spanishmegastudy","¿A quién se le conoce a menudo como el \Rey del rock and roll\?","spanishmegastudy"
1551,"spanishmegastudy","¿Bajo qué alias lanzó Snoop Dogg un álbum de reggae?","spanishmegastudy"
1552,"spanishmegastudy","¿Cómo continúa la letra de los Beatles \Ob-la-di, ob-la-da, life goes on\?","spanishmegastudy"
1553,"spanishmegastudy","¿Con qué dos bandas está relacionado Dave Grohl?","spanishmegastudy"
1554,"spanishmegastudy","¿Cuál es el nombre artístico del rapero estadounidense nacido como Marshall Bruce Mathers III?","spanishmegastudy"
1555,"spanishmegastudy","¿Cuál fue el primer artista que cantó \What a Wonderful World\?","spanishmegastudy"
1556,"spanishmegastudy","¿Cuál fue el primer hit de las Spice Girls?","spanishmegastudy"
1557,"spanishmegastudy","¿Cuál fue el primer sencillo número uno de Madonna en la lista Billboard Hot 100?","spanishmegastudy"
1558,"spanishmegastudy","¿Cuál fue la primera boy band estadounidense en ganar fama internacional a finales de la década de 1980?","spanishmegastudy"
1559,"spanishmegastudy","¿De qué banda es el álbum \The Dark Side of the Moon\, en cuya portada hay un prisma?","spanishmegastudy"
1560,"spanishmegastudy","¿De qué icono musical eran las canciones \Can't Help Falling in Love\ y \Love Me Tender\?","spanishmegastudy"
1561,"spanishmegastudy","¿En qué año ganó ABBA el Festival de Eurovisión?","spanishmegastudy"
1562,"spanishmegastudy","¿Qué artista masculino ganó un récord de 8 premios Grammy en una noche en 1984?","spanishmegastudy"
1563,"spanishmegastudy","¿Qué artista será recordado por sus éxitos \Purple Rain\ y \When Doves Cry\?","spanishmegastudy"
1564,"spanishmegastudy","¿Qué banda cantó \Losing My Religion\?","spanishmegastudy"
1565,"spanishmegastudy","¿Qué banda compuso el álbum \Highway to Hell\?","spanishmegastudy"
1566,"spanishmegastudy","¿Qué banda cuenta actualmente con los miembros Jagger, Richards, Watts y Wood?","spanishmegastudy"
1567,"spanishmegastudy","¿Qué banda fue formada por Gilmour, Barett, Waters, Wright y Mason?","spanishmegastudy"
1568,"spanishmegastudy","¿Qué canción fue una colaboración entre Queen y David Bowie?","spanishmegastudy"
1569,"spanishmegastudy","¿Qué cantante es conocida por el sencillo \My Heart Will Go On\?","spanishmegastudy"
1570,"spanishmegastudy","¿Qué es el K-pop?","spanishmegastudy"
1571,"spanishmegastudy","¿Qué estrella de rock murió de cáncer de hígado el 10 de enero de 2016?","spanishmegastudy"
1572,"spanishmegastudy","¿Qué famosa banda de rock tenía como cantante a alguien cuyo verdadero nombre era Farrokh Bulsara?","spanishmegastudy"
1573,"spanishmegastudy","¿Qué género musical se originó en Seattle a principios de la década de 1990?","spanishmegastudy"
1574,"spanishmegastudy","¿Qué miembro de los Beatles se casó con Yoko Ono?","spanishmegastudy"
1575,"spanishmegastudy","¿Qué músico tenía un alter ego llamado \Ziggy Stardust\?","spanishmegastudy"
1576,"spanishmegastudy","¿Qué popular banda de pop activa desde 1972 hasta 1983 se formó en Estocolmo?","spanishmegastudy"
1577,"spanishmegastudy","¿Qué significa la abreviatura DJ en el mundo de la música?","spanishmegastudy"
1578,"spanishmegastudy","¿Quién cantó las palabras \you may say I'm a dreamer, but I'm not the only one\ en 1971?","spanishmegastudy"
1579,"spanishmegastudy","¿Quién co-escribió la canción \Fame\ con David Bowie?","spanishmegastudy"
1580,"spanishmegastudy","¿Quién fue el cantante principal de Led Zeppelin?","spanishmegastudy"
1581,"spanishmegastudy","¿Quién fue el primer batería de los Beatles?","spanishmegastudy"
1582,"spanishmegastudy","¿Quién mató a John Lennon en Nueva York en 1980?","spanishmegastudy"
1583,"spanishmegastudy","¿Quiénes son Benny, Björn, Agnetha y Frida?","spanishmegastudy"
1584,"spanishmegastudy","\Fidelidad, Valor, Integridad\ es el lema de qué organización?","spanishmegastudy"
1585,"spanishmegastudy","¿Cuál era el método más utilizado por el Ku Klux Klan para intimidar?","spanishmegastudy"
1586,"spanishmegastudy","¿Cuál fue el primer país en abandonar las Naciones Unidas?","spanishmegastudy"
1587,"spanishmegastudy","¿Cuándo entró en vigor la constitución de la UNESCO?","spanishmegastudy"
1588,"spanishmegastudy","¿Cuándo se estableció la OTAN (Organización del Tratado del Atlántico Norte)?","spanishmegastudy"
1589,"spanishmegastudy","¿De qué palabra griega adoptó su nombre el Ku Klux Klan?","spanishmegastudy"
1590,"spanishmegastudy","¿Dónde está la sede de las Naciones Unidas?","spanishmegastudy"
1591,"spanishmegastudy","¿Dónde están las oficinas centrales de la INTERPOL?","spanishmegastudy"
1592,"spanishmegastudy","¿Dónde están las oficinas centrales de la Organización Mundial de la Salud?","spanishmegastudy"
1593,"spanishmegastudy","¿Dónde están las oficinas centrales del Comité Internacional de la Cruz Roja?","spanishmegastudy"
1594,"spanishmegastudy","¿Dónde se encuentra la sede de la Unión Europea?","spanishmegastudy"
1595,"spanishmegastudy","¿Qué dos organizaciones de seguridad dominaron la era de la Guerra Fría?","spanishmegastudy"
1596,"spanishmegastudy","¿Qué es el infame Grupo Lazarus?","spanishmegastudy"
1597,"spanishmegastudy","¿Qué organización de derechos humanos fundada en 1961 obtuvo un Premio Nobel en 1977?","spanishmegastudy"
1598,"spanishmegastudy","¿Qué orden religiosa fundó Ignacio de Loyola?","spanishmegastudy"
1599,"spanishmegastudy","¿Qué organización proporciona asistencia humanitaria y de desarrollo a niños y madres en países en desarrollo?","spanishmegastudy"
1600,"spanishmegastudy","¿Qué organización tiene como lema \Citius, Altius, Fortius\ (\Más rápido, más alto, más fuerte\)?","spanishmegastudy"
1601,"spanishmegastudy","¿Qué presidente estadounidense dio su nombre a las Naciones Unidas?","spanishmegastudy"
1602,"spanishmegastudy","¿Qué significa \INTERPOL\?","spanishmegastudy"
1603,"spanishmegastudy","¿Qué significa CIA?","spanishmegastudy"
1604,"spanishmegastudy","¿Qué significa literalmente \Hezbolá\?","spanishmegastudy"
1605,"spanishmegastudy","¿Qué significa UNICEF?","spanishmegastudy"
1606,"spanishmegastudy","¿Qué sociedad internacional para personas inteligentes se fundó en Oxford en 1946?","spanishmegastudy"
1607,"spanishmegastudy","¿Quién fue el fundador de la Cruz Roja?","spanishmegastudy"
1608,"spanishmegastudy","¿Quién fue el fundador y el jefe del grupo terrorista islámico de Al-Qaeda hasta 2011?","spanishmegastudy"
1609,"spanishmegastudy","¿Quiénes son los estados miembros de la Benelux?","spanishmegastudy"
1610,"spanishmegastudy","¿Cómo se llama el compositor clásico cuya música adora el protagonista de \La naranja mecánica\?","spanishmegastudy"
1611,"spanishmegastudy","¿Cómo se llama el tío de Luke Skywalker?","spanishmegastudy"
1612,"spanishmegastudy","¿Cómo se llama la ciudad en la que vive Superman?","spanishmegastudy"
1613,"spanishmegastudy","¿Cómo se llama la ciudad natal de Batman?","spanishmegastudy"
1614,"spanishmegastudy","¿Cómo se llama la protagonista del musical \West Side Story\?","spanishmegastudy"
1615,"spanishmegastudy","¿Cómo se llamaba la novia de Tarzán?","spanishmegastudy"
1616,"spanishmegastudy","¿Cómo se llaman los premios conferidos anualmente por la Asociación de la Prensa Extranjera de Hollywood?","spanishmegastudy"
1617,"spanishmegastudy","¿Cuál de las siguientes películas ganó 9 Oscars en 1988?","spanishmegastudy"
1618,"spanishmegastudy","¿Cuál era el nombre de Darth Vader antes de pasarse al lado oscuro?","spanishmegastudy"
1619,"spanishmegastudy","¿Cuál es el nombre de nacimiento de Superman?","spanishmegastudy"
1620,"spanishmegastudy","¿Cuál es el verdadero nombre de Batman?","spanishmegastudy"
1621,"spanishmegastudy","¿Cuál fue el primer largometraje animado de Disney?","spanishmegastudy"
1622,"spanishmegastudy","¿Cuál fue la primera película de James Bond?","spanishmegastudy"
1623,"spanishmegastudy","¿Cuándo se estrenó \El cantante de jazz\, la primera película con diálogo sincronizado?","spanishmegastudy"
1624,"spanishmegastudy","¿Cuándo se instituyó la ceremonia de los premios Oscar?","spanishmegastudy"
1625,"spanishmegastudy","¿De quién eran las famosas películas \El gran dictador\ y \Tiempos modernos\?","spanishmegastudy"
1626,"spanishmegastudy","¿Dónde nació el actor Will Smith?","spanishmegastudy"
1627,"spanishmegastudy","¿En qué año se estrenó la película \Lo que el viento se llevó\?","spanishmegastudy"
1628,"spanishmegastudy","¿En qué científico está basada la película \Una mente maravillosa\?","spanishmegastudy"
1629,"spanishmegastudy","¿En qué novela del siglo XIX está basado \El diario de Bridget Jones\?","spanishmegastudy"
1630,"spanishmegastudy","¿En qué película de 1993 se travistió Robin Williams?","spanishmegastudy"
1631,"spanishmegastudy","¿En qué película de Disney la heroína se alista en el ejército y salva China de los Hunos?","spanishmegastudy"
1632,"spanishmegastudy","¿Qué actor interpretó a Rocky Balboa?","spanishmegastudy"
1633,"spanishmegastudy","¿Qué actriz es conocida por aparecer en \Mary Poppins\ y \Sonrisas y lágrimas\?","spanishmegastudy"
1634,"spanishmegastudy","¿Qué actriz ganadora de un Oscar de la Era Dorada de Hollywood se convirtió en la princesa de Mónaco?","spanishmegastudy"
1635,"spanishmegastudy","¿Qué película ganó el Oscar a la mejor película en 1944?","spanishmegastudy"
1636,"spanishmegastudy","¿Qué película ganó Oscars en las 5 categorías más importantes: mejor película, actor, actriz, director y adaptación?","spanishmegastudy"
1637,"spanishmegastudy","¿Quién dirigió películas como \Titanic\, \Terminator\ 1 y 2, \Aliens\ y \Avatar\?","spanishmegastudy"
1638,"spanishmegastudy","¿Quién fue el creador de \Star Wars\ e \Indiana Jones\?","spanishmegastudy"
1639,"spanishmegastudy","¿Quién fue el director de las trilogías de \El señor de los anillos\ y \El Hobbit\?","spanishmegastudy"
1640,"spanishmegastudy","¿Quién interpretó al protagonista travestido en \Tootsie\?","spanishmegastudy"
1641,"spanishmegastudy","¿Cuál es la autoridad otorgada por una circunscripción electoral para actuar como su representante?","spanishmegastudy"
1642,"spanishmegastudy","¿Cuál es la información sesgada o engañosa utilizada para promover una causa política o punto de vista?","spanishmegastudy"
1643,"spanishmegastudy","¿Cuál fue el movimiento político para la reforma del Partido Comunista de la Unión Soviética durante la década de 1980?","spanishmegastudy"
1644,"spanishmegastudy","¿Cuándo murió John F. Kennedy?","spanishmegastudy"
1645,"spanishmegastudy","¿Cuándo se convirtió Bill Clinton en presidente de Estados Unidos?","spanishmegastudy"
1646,"spanishmegastudy","¿Cuándo se desintegró formalmente la URSS en 15 repúblicas?","spanishmegastudy"
1647,"spanishmegastudy","¿Cuántos años había pasado encarcelado Nelson Mandela antes de su liberación?","spanishmegastudy"
1648,"spanishmegastudy","¿Dónde tuvo lugar la \Revolución de Terciopelo\ de 1989?","spanishmegastudy"
1649,"spanishmegastudy","¿En qué año tuvieron lugar los ataques terroristas del 11 de septiembre?","spanishmegastudy"
1650,"spanishmegastudy","¿En qué forma de gobierno tiene una persona o entidad política el control total sobre un país o un grupo de países?","spanishmegastudy"
1651,"spanishmegastudy","¿En qué país fue asesinado Osama Bin Laden?","spanishmegastudy"
1652,"spanishmegastudy","¿Qué figura política llevó a su pueblo a la independencia mediante el empleo de la desobediencia civil no violenta?","spanishmegastudy"
1653,"spanishmegastudy","¿Qué ideología política establece la propiedad social y el control democrático de los medios de producción?","spanishmegastudy"
1654,"spanishmegastudy","¿Qué movimiento tiene como principio la igualdad entre mujeres y hombres?","spanishmegastudy"
1655,"spanishmegastudy","¿Qué proclamó John F. Kennedy en alemán cuando visitó Berlín en 1963?","spanishmegastudy"
1656,"spanishmegastudy","¿Qué significa la palabra \politika\?","spanishmegastudy"
1657,"spanishmegastudy","¿Qué significó la firma del tratado de paz de Versalles?","spanishmegastudy"
1658,"spanishmegastudy","¿Qué tipo de gobierno tenía Roma antes de ser un imperio y después de ser una monarquía?","spanishmegastudy"
1659,"spanishmegastudy","¿Qué une a Henri Dunant, Mikhail Gorbachev, Lech Walesa, Yasser Arafat y Barack Obama?","spanishmegastudy"
1660,"spanishmegastudy","¿Qué une al duque de Wellington, el conde de Derby, el marqués de Salisbury y Tony Blair?","spanishmegastudy"
1661,"spanishmegastudy","¿Quién es el único político que ha ocupado el cargo de Primer Ministro de Francia dos veces desde 1946?","spanishmegastudy"
1662,"spanishmegastudy","¿Quién es el único presidente estadounidense elegido sin oposición?","spanishmegastudy"
1663,"spanishmegastudy","¿Quién fue presidente de Iraq entre 1979 y 2003?","spanishmegastudy"
1664,"spanishmegastudy","¿Quién se convirtió en el primer presidente negro de Sudáfrica?","spanishmegastudy"
1665,"spanishmegastudy","¿A quién se le ofreció la presidencia de Israel en 1952, la cual rechazó?","spanishmegastudy"
1666,"spanishmegastudy","¿Cómo llegó supuestamente la Reina Isabel II a la Ceremonia de Apertura de los Juegos Olímpicos de Verano en 2012?","spanishmegastudy"
1667,"spanishmegastudy","¿Cómo se conoce al partido de Hitler, que llegó al poder en 1933?","spanishmegastudy"
1668,"spanishmegastudy","¿Cómo se conoce también a la quinta enmienda de la Constitución de Estados Unidos?","spanishmegastudy"
1669,"spanishmegastudy","¿Cómo se le llama a cuando una organización ataca los sistemas de información de otra nación?","spanishmegastudy"
1670,"spanishmegastudy","¿Cómo se le llama a la suspensión temporal de las hostilidades por mutuo consentimiento?","spanishmegastudy"
1671,"spanishmegastudy","¿Cómo se le llama a un grupo de estados soberanos unidos para propósitos de acción común en relación con otros estados?","spanishmegastudy"
1672,"spanishmegastudy","¿Cómo se le llama a una unión de estados o regiones parcialmente autónomos bajo un gobierno central?","spanishmegastudy"
1673,"spanishmegastudy","¿Cómo se les llamaba a las bombas atómicas detonadas sobre Nagasaki e Hiroshima?","spanishmegastudy"
1674,"spanishmegastudy","¿Cómo se llama a la relación política, económica o cultural entre dos estados soberanos?","spanishmegastudy"
1675,"spanishmegastudy","¿Cómo se llama el palacio de Londres en el que reside el monarca de Inglaterra?","spanishmegastudy"
1676,"spanishmegastudy","¿Cómo se llamaba el sistema de segregación racial institucionalizado en Sudáfrica?","spanishmegastudy"
1677,"spanishmegastudy","¿Con qué lema ganó Barack Obama su primera elección presidencial, aparte de \Change we can believe in\?","spanishmegastudy"
1678,"spanishmegastudy","¿Cuál es el término utilizado para describir la caída repentina de un gobierno provocada por una fuerza ilegal?","spanishmegastudy"
1679,"spanishmegastudy","¿A qué le tiene pánico la gente con acrofobia?","spanishmegastudy"
1680,"spanishmegastudy","¿A qué le tiene pánico la gente con agorafobia?","spanishmegastudy"
1681,"spanishmegastudy","¿A qué le tiene pánico la gente con claustrofobia?","spanishmegastudy"
1682,"spanishmegastudy","¿A qué le tiene pánico la gente con frigofobia?","spanishmegastudy"
1683,"spanishmegastudy","¿A qué le tiene pánico la gente con xenofobia?","spanishmegastudy"
1684,"spanishmegastudy","¿Cómo se le llama a las explosiones de ira mientras se conduce?","spanishmegastudy"
1685,"spanishmegastudy","¿Cómo se le llama al hecho de experimentar efectos dañinos o negativos cuando se administra una sustancia inofensiva?","spanishmegastudy"
1686,"spanishmegastudy","¿Cómo se le llaman a las emociones y pensamientos preocupantes centrados en un aspecto de la vida de uno mismo?","spanishmegastudy"
1687,"spanishmegastudy","¿Cómo se llama el potencial de involucrarse sexual o románticamente tanto con hombres como con mujeres?","spanishmegastudy"
1688,"spanishmegastudy","¿Cuál es el fenómeno de negarse a aceptar lo que ha sucedido o sucederá para evitar el daño psicológico?","spanishmegastudy"
1689,"spanishmegastudy","¿Cuál es el nombre científico de la memoria fotográfica?","spanishmegastudy"
1690,"spanishmegastudy","¿Cuál es el nombre de las técnicas utilizadas para memorizar material difícil de recordar?","spanishmegastudy"
1691,"spanishmegastudy","¿Cuál es el nombre del fenómeno por el cual la música clásica mejora la memoria?","spanishmegastudy"
1692,"spanishmegastudy","¿Cuál es el nombre del trastorno caracterizado por problemas al leer a pesar de tener una inteligencia normal?","spanishmegastudy"
1693,"spanishmegastudy","¿Cuál es el proceso por el cual un ser humano se forma y se diferencia psicológicamente de otros seres humanos?","spanishmegastudy"
1694,"spanishmegastudy","¿Cuál es la tendencia a buscar e interpretar información de una manera que confirme las creencias preexistentes?","spanishmegastudy"
1695,"spanishmegastudy","¿Qué concepto de la teoría de juegos ayuda a predecir los resultados cuando hay varias personas tomando decisiones?","spanishmegastudy"
1696,"spanishmegastudy","¿Qué síntomatología es indicativa de psicosis?","spanishmegastudy"
1697,"spanishmegastudy","¿Qué es el llamado \Efecto Mandela\?","spanishmegastudy"
1698,"spanishmegastudy","¿Qué es la ateofobia?","spanishmegastudy"
1699,"spanishmegastudy","¿Qué es un segundo yo, que se cree que es distinto de la personalidad normal u original de una persona?","spanishmegastudy"
1700,"spanishmegastudy","¿Qué mecanismo psicológico inconsciente reduce la ansiedad derivada de estímulos inaceptables o potencialmente dañinos?","spanishmegastudy"
1701,"spanishmegastudy","¿Qué patrón de comportamiento se caracteriza por el daño o abuso infligido a uno mismo?","spanishmegastudy"
1702,"spanishmegastudy","¿Qué rasgo conceptual se creó para ayudar a comprender las diferencias individuales en la susceptibilidad a la hipnosis?","spanishmegastudy"
1703,"spanishmegastudy","¿Qué rasgo de personalidad está más fuertemente relacionado con el desempeño académico y ocupacional?","spanishmegastudy"
1704,"spanishmegastudy","¿Qué rasgo de personalidad tiende a manifestarse en un comportamiento abierto, hablador y enérgico?","spanishmegastudy"
1705,"spanishmegastudy","¿Qué término describe el miedo a la desnudez?","spanishmegastudy"
1706,"spanishmegastudy","¿Qué término indica una pérdida de memoria de eventos previos a una lesión?","spanishmegastudy"
1707,"spanishmegastudy","¿Qué términos popularizó Carl Jung?","spanishmegastudy"
1708,"spanishmegastudy","¿Qué trastorno mental dura más de un mes después de haber vivido un trauma?","spanishmegastudy"
1709,"spanishmegastudy","¿Qué trastorno mental implica estar constantemente bajo la idea de que uno es víctima de una conspiración?","spanishmegastudy"
1710,"spanishmegastudy","¿Qué trastorno mental tiene por síntomas el esuchar voces y no saber distinguir lo que es real?","spanishmegastudy"
1711,"spanishmegastudy","¿Quién es el padre del enfoque psicoanalítico?","spanishmegastudy"
1712,"spanishmegastudy","¿Quién fue el pionero de la investigación del condicionamiento clásico?","spanishmegastudy"
1713,"spanishmegastudy","¿Quién se creía que eran los únicos afectados por la enfermedad de la histeria?","spanishmegastudy"
1714,"spanishmegastudy","¿Quién se dice que tiene complejo de Napoleón?","spanishmegastudy"
1715,"spanishmegastudy","¿Cómo se conoce también a la sal de mesa?","spanishmegastudy"
1716,"spanishmegastudy","¿Con qué está recubierto el hierro galvanizado?","spanishmegastudy"
1717,"spanishmegastudy","¿Cuál de estos gases no es un gas de efecto invernadero?","spanishmegastudy"
1718,"spanishmegastudy","¿Cuál es el apellido de la científica que descubrió el radio?","spanishmegastudy"
1719,"spanishmegastudy","¿Cuál es el metal más maleable?","spanishmegastudy"
1720,"spanishmegastudy","¿Cuál es el mineral más blando conocido?","spanishmegastudy"
1721,"spanishmegastudy","¿Cuál es el nombre común del compuesto C6 H12 O6?","spanishmegastudy"
1722,"spanishmegastudy","¿Cuál es el principal elemento psicoactivo del café y la cola?","spanishmegastudy"
1723,"spanishmegastudy","¿Cuál es el punto de ebullición del agua en grados Fahrenheit?","spanishmegastudy"
1724,"spanishmegastudy","¿Cuál es el símbolo del potasio?","spanishmegastudy"
1725,"spanishmegastudy","¿Cuál es el único metal líquido a temperatura ambiente?","spanishmegastudy"
1726,"spanishmegastudy","¿Cuál es la reacción que convierte una disolución de azúcar en ácidos, gases o alcohol?","spanishmegastudy"
1727,"spanishmegastudy","¿Cuántos aminoácidos esenciales hay?","spanishmegastudy"
1728,"spanishmegastudy","¿De qué está compuesto el núcleo de un átomo?","spanishmegastudy"
1729,"spanishmegastudy","¿De qué están compuestos los átomos?","spanishmegastudy"
1730,"spanishmegastudy","¿Por qué se utiliza el aluminio para purificar el agua?","spanishmegastudy"
1731,"spanishmegastudy","¿Qué ácido se obtuvo por primera vez destilando hormigas rojas?","spanishmegastudy"
1732,"spanishmegastudy","¿Qué común producto crea la saponificación?","spanishmegastudy"
1733,"spanishmegastudy","¿De qué están compuestas las burbujas del agua con gas?","spanishmegastudy"
1734,"spanishmegastudy","¿Qué desarrollaron los científicos Newlands, Mendeleev y Meyer?","spanishmegastudy"
1735,"spanishmegastudy","¿Qué droga forma la combinación de la zimasa y la glucosa?","spanishmegastudy"
1736,"spanishmegastudy","¿Qué elemento de la tabla periódica representa el símbolo \Au\?","spanishmegastudy"
1737,"spanishmegastudy","¿Qué elemento es común a todos los ácidos?","spanishmegastudy"
1738,"spanishmegastudy","¿Qué es el bromo?","spanishmegastudy"
1739,"spanishmegastudy","¿Qué es el gluten?","spanishmegastudy"
1740,"spanishmegastudy","¿Qué gas es el más abundante en el aire que respiramos?","spanishmegastudy"
1741,"spanishmegastudy","¿Qué gases hay dentro de las bombillas incandescentes?","spanishmegastudy"
1742,"spanishmegastudy","¿Qué impureza metálica hace rojos a los rubís y verdes a las esmeraldas?","spanishmegastudy"
1743,"spanishmegastudy","¿Qué material está compuesto por un 75% de dióxido de silicio, con óxido de sodio, carbonato de sodio y cal?","spanishmegastudy"
1744,"spanishmegastudy","¿Qué metal se extrae habitualmente del agua de mar?","spanishmegastudy"
1745,"spanishmegastudy","¿Qué metal tóxico contamina normalmente el aire de una gran ciudad?","spanishmegastudy"
1746,"spanishmegastudy","¿Qué otro gas aparte del oxígeno compone el gas de la risa?","spanishmegastudy"
1747,"spanishmegastudy","¿Qué piedra preciosa es roja?","spanishmegastudy"
1748,"spanishmegastudy","¿Qué propiedad física de las gemas miden los quilates?","spanishmegastudy"
1749,"spanishmegastudy","¿Qué reacción química une el dióxido de carbono a diferentes reactivos?","spanishmegastudy"
1750,"spanishmegastudy","¿Qué refrigerante se utiliza normalmente en neveras domésticas?","spanishmegastudy"
1751,"spanishmegastudy","¿Qué se produce al alear hierro, cromo y níquel?","spanishmegastudy"
